Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation,source_file
Cardiology,Cardiac Surgery,33265,"Endoscopy, surgical; operative tissue ablation and reconstruction of atria, limited (eg, modified maze procedure), without
cardiopulmonary bypass",Yes,CareCore National,,Table_table_13.csv
Cardiology,CID,C1764,"Event recorder, cardiac (implantable)",Yes,MedSolutions,,Table_table_13.csv
Cardiology,Cardiac Surgery,33267,"Exclusion of left atrial appendage, open, any method (eg, excision, isolation via stapling, oversewing, ligation, plication, clip)",Yes,CareCore National,,Table_table_13.csv
Cardiology,Cardiac Surgery,33269,"Exclusion of left atrial appendage, thoracoscopic, any method (eg, excision, isolation via stapling, oversewing, ligation,
plication, clip)",Yes,CareCore National,,Table_table_13.csv
Cardiology,CID,33225,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, at time of insertion of implantable defibrillator
or pacemaker pulse generator (eg, for upgrade to dual chamber system) (List separately in addition to code for primary
procedure)",Add On,MedSolutions,,Table_table_13.csv
Cardiology,CID,33224,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, with attachment to previously placed
pacemaker or implantable defibrillator pulse generator (including revision of pocket, removal, insertion, and/or replacement of
existing generator)",Yes,MedSolutions,,Table_table_13.csv
Cardiology,Cardiac Surgery,33990,"Insertion of ventricular assist device, percutaneous, including radiological supervision and interpretation; left heart, arterial
access only",Yes,CareCore National,,Table_table_13.csv
Cardiology,Cardiac Surgery,33991,"Insertion of ventricular assist device, percutaneous, including radiological supervision and interpretation; left heart, both
arterial and venous access, with transseptal puncture",Yes,CareCore National,,Table_table_13.csv
Cardiology,CID,33249,"Insertion or replacement of permanent implantable defibrillator system, with transvenous lead(s), single or dual chamber",Yes,MedSolutions,,Table_table_13.csv
Cardiology,CID,33270,"Insertion or replacement of permanent subcutaneous implantable defibrillator system, with subcutaneous electrode, including
defibrillation threshold evaluation, induction of arrhythmia, evaluation of sensing for arrhythmia termination, and programming
or reprogramming of sensing or therapeutic parameters, when performed",Yes,MedSolutions,,Table_table_13.csv
Cardiology,CID,33285,"Insertion, subcutaneous cardiac rhythm monitor, including programming",Yes,MedSolutions,,Table_table_13.csv
Cardiology,"Cardiac
Electrophysiology",93655,"Intracardiac catheter ablation of a discrete mechanism of arrhythmia which is distinct from the primary ablated mechanism,
including repeat diagnostic maneuvers, to treat a spontaneous or induced arrhythmia (List separately in addition to code for
primary procedure)",Add On,CareCore National,,Table_table_13.csv
Cardiology,Cardiac Catheterization,93452,"Left heart catheterization including intraprocedural injection(s) for left ventriculography, imaging supervision and
interpretation, when performed",Yes,MedSolutions,,Table_table_13.csv
Cardiology,Nuclear Cardiology,0331T,"Myocardial sympathetic innervation imaging, planar qualitative and quantitative assessment;",Yes,MedSolutions,,Table_table_13.csv
Cardiology,Nuclear Cardiology,0332T,"Myocardial sympathetic innervation imaging, planar qualitative and quantitative assessment; with tomographic SPECT",Yes,MedSolutions,,Table_table_13.csv
Cardiology,MRI CARDIAC,0899T,"Noninvasive determination of absolute quantitation of myocardial blood flow (AQMBF), derived from augmentative algorithmic
analysis of the dataset acquired via contrast cardiac magnetic resonance (CMR), pharmacologic stress, with interpretation
and report by a physician or other qualified health care professional (List separately in addition to code for primary procedure)",Add‑On,MedSolutions,,Table_table_13.csv
Cardiology,MRI CARDIAC,0900T,"Noninvasive estimate of absolute quantitation of myocardial blood flow (AQMBF), derived from assistive algorithmic analysis
of the dataset acquired via contrast cardiac magnetic resonance (CMR), pharmacologic stress, with interpretation and report
by a physician or other qualified health care professional (List separately in addition to code for primary procedure)",Add‑On,MedSolutions,,Table_table_13.csv
Cardiology,Cardiac Surgery,33255,"Operative tissue ablation and reconstruction of atria, extensive (eg, maze procedure); without cardiopulmonary bypass",Yes,CareCore National,,Table_table_13.csv
Cardiology,Cardiac Surgery,33254,"Operative tissue ablation and reconstruction of atria, limited (eg, modified maze procedure)",Yes,CareCore National,,Table_table_13.csv
Cardiology,Cardiac Surgery,33258,"Operative tissue ablation and reconstruction of atria, performed at the time of other cardiac procedure(s), extensive (eg, maze
procedure), without cardiopulmonary bypass (List separately in addition to code for primary procedure)",Add On,CareCore National,,Table_table_13.csv
Cardiology,Cardiac Surgery,93581,Percutaneous transcatheter closure of a congenital ventricular septal defect with implant,Yes,CareCore National,,Table_table_13.csv
Cardiology,Cardiac Surgery,93580,"Percutaneous transcatheter closure of congenital interatrial communication (ie, Fontan fenestration, atrial septal defect) with
implant",Yes,CareCore National,,Table_table_13.csv
Cardiology,Cardiac Surgery,93582,Percutaneous transcatheter closure of patent ductus arteriosus,Yes,CareCore National,,Table_table_13.csv
Cardiology,Cardiac Surgery,33340,"Percutaneous transcatheter closure of the left atrial appendage with endocardial implant, including fluoroscopy, transseptal
puncture, catheter placement(s), left atrial angiography, left atrial appendage angiography, when performed, and radiological
supervision and interpretation",Yes,CareCore National,,Table_table_14.csv
Cardiology,Cardiac Surgery,33993,"Repositioning of percutaneous right or left heart ventricular assist device with imaging guidance at separate and distinct
session from insertion",Yes,CareCore National,,Table_table_14.csv
Cardiology,Cardiac Catheterization,93451,"Right Heart Catheterization Including Measurement(S) Of Oxygen Saturation And Cardiac Output, When Performed",Yes,MedSolutions,,Table_table_14.csv
Cardiology,Cardiac Surgery,33363,Transcatheter aortic valve replacement (TAVR/TAVI) with prosthetic valve; open axillary artery approach,Yes,CareCore National,,Table_table_14.csv
Cardiology,Cardiac Surgery,33362,Transcatheter aortic valve replacement (TAVR/TAVI) with prosthetic valve; open femoral artery approach,Yes,CareCore National,,Table_table_14.csv
Cardiology,Cardiac Surgery,33364,Transcatheter aortic valve replacement (TAVR/TAVI) with prosthetic valve; open iliac artery approach,Yes,CareCore National,,Table_table_14.csv
Cardiology,Cardiac Surgery,33361,Transcatheter aortic valve replacement (TAVR/TAVI) with prosthetic valve; percutaneous femoral artery approach,Yes,CareCore National,,Table_table_14.csv
Cardiology,Cardiac Surgery,33365,"Transcatheter aortic valve replacement (TAVR/TAVI) with prosthetic valve; transaortic approach (eg, median sternotomy,
mediastinotomy)",Yes,CareCore National,,Table_table_14.csv
Cardiology,Cardiac Surgery,33366,"Transcatheter aortic valve replacement (TAVR/TAVI) with prosthetic valve; transapical exposure (eg, left thoracotomy)",Yes,CareCore National,,Table_table_14.csv
Cardiology,Cardiac Surgery,0483T,"Transcatheter mitral valve implantation/replacement (TMVI) with prosthetic valve; percutaneous approach, including
transseptal puncture, when performed",Yes,CareCore National,,Table_table_14.csv
Cardiology,Cardiac Surgery,33418,"Transcatheter mitral valve repair, percutaneous approach, including transseptal puncture when performed; initial prosthesis",Yes,CareCore National,,Table_table_14.csv
Cardiology,Cardiac Surgery,33477,"Transcatheter pulmonary valve implantation, percutaneous approach, including pre-stenting of the valve delivery site, when
performed",Yes,CareCore National,,Table_table_14.csv
Cardiology,Cardiac Surgery,0806T,"Transcatheter superior and/or inferior vena cava prosthetic valve implantation (ie, caval valve implantation [CAVI]); open
femoral vein approach",Yes,CareCore National,,Table_table_14.csv
Cardiology,Cardiac Surgery,0805T,"Transcatheter superior and/or inferior vena cava prosthetic valve implantation (ie, caval valve implantation [CAVI]);
percutaneous femoral vein approach",Yes,CareCore National,,Table_table_14.csv
Cardiology,Cardiac Surgery,33999,"Unlisted procedure, cardiac surgery",Yes,CareCore National,,Table_table_14.csv
Radiology,MRI,0648T,"Quantitative magnetic resonance for analysis of tissue composition (eg, fat, iron, water content), including multiparametric
data acquisition, data preparation and transmission, interpretation and report, obtained without diagnostic MRI examination of
the same anatomy (eg, organ, gland, tissue, target structure) during the same session; single organ","Experimental /
Investigational - Yes",MedSolutions,,Table_table_14.csv
Radiology,MRI,0649T,"Quantitative magnetic resonance for analysis of tissue composition (eg, fat, iron, water content), including multiparametric
data acquisition, data preparation and transmission, interpretation and report, obtained with diagnostic MRI examination of
the same anatomy (eg, organ, gland, tissue, target structure); single organ (List separately in addition to code for primary
procedure)",Add‑On,MedSolutions,,Table_table_14.csv
Radiology,CPET,78434,"Absolute quantitation of myocardial blood flow (AQMBF), positron emission tomography (PET), rest and pharmacologic stress
(List separately in addition to code for primary procedure)",Add On,MedSolutions,,Table_table_14.csv
Radiology,MRI,0697T,"Quantitative magnetic resonance for analysis of tissue composition (eg, fat, iron, water content), including multiparametric
data acquisition, data preparation and transmission, interpretation and report, obtained without diagnostic MRI examination of
the same anatomy (eg, organ, gland, tissue, target structure) during the same session; multiple organs","Experimental /
Investigational - Yes",MedSolutions,,Table_table_14.csv
Radiology,MRI,0698T,"Quantitative magnetic resonance for analysis of tissue composition (eg, fat, iron, water content), including multiparametric
data acquisition, data preparation and transmission, interpretation and report, obtained with diagnostic MRI examination of
the same anatomy (eg, organ, gland, tissue, target structure); multiple organs (List separately in addition to code for primary
procedure)",Add‑On,MedSolutions,,Table_table_14.csv
Radiology,MR,70336,"Magnetic resonance (eg, proton) imaging, temporomandibular joint(s)",Yes,MedSolutions,,Table_table_14.csv
Radiology,CT,70471,"Computed tomographic angiography (CTA), head and neck, with contrast material(s), including noncontrast images, when
performed, and image postprocessing",Yes,MedSolutions,,Table_table_14.csv
Radiology,CT,70491,"Computed tomography, soft tissue neck; with contrast material(s)",Yes,MedSolutions,,Table_table_14.csv
Radiology,CT,70490,"Computed tomography, soft tissue neck; without contrast material",Yes,MedSolutions,,Table_table_14.csv
Radiology,CT,70492,"Computed tomography, soft tissue neck; without contrast material followed by contrast material(s) and further sections",Yes,MedSolutions,,Table_table_14.csv
Radiology,CT,70498,"Computed tomographic angiography, neck, with contrast material(s), including noncontrast images, if performed, and image
postprocessing",Yes,MedSolutions,,Table_table_14.csv
Radiology,MR,70540,"Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; without contrast material(s)",Yes,MedSolutions,,Table_table_14.csv
Radiology,MR,70542,"Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; with contrast material(s)",Yes,MedSolutions,,Table_table_14.csv
Radiology,MR,70543,"Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; without contrast material(s), followed by contrast
material(s) and further sequences",Yes,MedSolutions,,Table_table_14.csv
Radiology,MRA,70547,"Magnetic resonance angiography, neck; without contrast material(s)",Yes,MedSolutions,,Table_table_14.csv
Radiology,MRA,70548,"Magnetic resonance angiography, neck; with contrast material(s)",Yes,MedSolutions,,Table_table_14.csv
Radiology,MRA,70549,"Magnetic resonance angiography, neck; without contrast material(s), followed by contrast material(s) and further sequences",Yes,MedSolutions,,Table_table_14.csv
Radiology,CT,71250,"Computed tomography, thorax, diagnostic; without contrast material",Yes,MedSolutions,,Table_table_14.csv
Radiology,CT,71260,"Computed tomography, thorax, diagnostic; with contrast material(s)",Yes,MedSolutions,,Table_table_14.csv
